"ip","status","type","city","region","country","loc","org","postal","timezone"
"217.138.216.98","done","ok","Frankfurt am Main","Hesse","DE","50.1155,8.6842","AS9009 M247 Europe SRL","60306","Europe/Berlin"
"217.138.89.2","done","ok","Singapore","Singapore","SG","1.2897,103.8501","AS9009 M247 Europe SRL","018989","Asia/Singapore"
"31.13.189.226","done","ok","New York City","New York","US","40.7185,-74.0025","AS9009 M247 Europe SRL","10013","America/New_York"
"31.13.189.242","done","ok","New York City","New York","US","40.7185,-74.0025","AS9009 M247 Europe SRL","10013","America/New_York"
"31.13.191.66","done","ok","Kista","Stockholm","SE","59.4032,17.9448","AS9009 M247 Europe SRL","164 74","Europe/Stockholm"
"31.13.191.98","done","ok","Kista","Stockholm","SE","59.4032,17.9448","AS9009 M247 Europe SRL","164 74","Europe/Stockholm"
"31.171.153.98","done","ok","Tirana","Tirana","AL","41.3275,19.8189","AS197706 Keminet SHPK","1700","Europe/Tirane"
"36.50.238.1","done","ok","Singapore","Singapore","SG","1.2897,103.8501","AS212238 Datacamp Limited","018989","Asia/Singapore"
"37.0.12.226","done","ok","Johor Bahru","Johor","MY","1.4634,103.7547","AS206804 EstNOC OY","80730","Asia/Kuala_Lumpur"
"37.19.199.129","done","ok","New York City","New York","US","40.7143,-74.0060","AS212238 Datacamp Limited","10001","America/New_York"
"37.19.199.134","done","ok","New York City","New York","US","40.7143,-74.0060","AS212238 Datacamp Limited","10001","America/New_York"
"37.19.199.139","done","ok","New York City","New York","US","40.7143,-74.0060","AS212238 Datacamp Limited","10001","America/New_York"
"37.19.199.144","done","ok","New York City","New York","US","40.7143,-74.0060","AS212238 Datacamp Limited","10001","America/New_York"
"37.19.200.22","done","ok","Dallas","Texas","US","32.7831,-96.8067","AS212238 Datacamp Limited","75201","America/Chicago"
"37.19.200.26","done","ok","Dallas","Texas","US","32.7831,-96.8067","AS212238 Datacamp Limited","75201","America/Chicago"
"37.19.200.27","done","ok","Dallas","Texas","US","32.7831,-96.8067","AS212238 Datacamp Limited","75201","America/Chicago"
"37.19.201.129","done","ok","Singapore","Singapore","SG","1.2897,103.8501","AS212238 Datacamp Limited","018989","Asia/Singapore"
"37.19.201.130","done","ok","Singapore","Singapore","SG","1.2897,103.8501","AS212238 Datacamp Limited","018989","Asia/Singapore"
"37.19.205.145","done","ok","Tokyo","Tokyo","JP","35.6895,139.6917","AS212238 Datacamp Limited","101-8656","Asia/Tokyo"
"37.19.205.150","done","ok","Tokyo","Tokyo","JP","35.6895,139.6917","AS212238 Datacamp Limited","101-8656","Asia/Tokyo"
"37.19.205.155","done","ok","Tokyo","Tokyo","JP","35.6895,139.6917","AS212238 Datacamp Limited","101-8656","Asia/Tokyo"
"37.19.205.198","done","ok","Tokyo","Tokyo","JP","35.6895,139.6917","AS212238 Datacamp Limited","101-8656","Asia/Tokyo"
"37.19.205.202","done","ok","Tokyo","Tokyo","JP","35.6895,139.6917","AS212238 Datacamp Limited","101-8656","Asia/Tokyo"
"37.19.205.223","done","ok","Tokyo","Tokyo","JP","35.6895,139.6917","AS212238 Datacamp Limited","101-8656","Asia/Tokyo"
"37.19.214.1","done","ok","Madrid","Madrid","ES","40.4165,-3.7026","AS60068 Datacamp Limited","28004","Europe/Madrid"
"37.19.221.195","done","ok","Houston","Texas","US","29.7633,-95.3633","AS212238 Datacamp Limited","77002","America/Chicago"
"37.19.221.198","done","ok","Houston","Texas","US","29.7633,-95.3633","AS212238 Datacamp Limited","77002","America/Chicago"
"37.19.221.199","done","ok","Houston","Texas","US","29.7633,-95.3633","AS212238 Datacamp Limited","77002","America/Chicago"
"37.191.127.2","done","ok","Tokyo","Tokyo","JP","35.6895,139.6917","AS9009 M247 Europe SRL","101-8656","Asia/Tokyo"
"37.221.112.194","done","ok","Hialeah","Florida","US","25.9098,-80.3889","AS9009 M247 Europe SRL","33018","America/New_York"
"37.221.112.210","done","ok","Hialeah","Florida","US","25.9098,-80.3889","AS9009 M247 Europe SRL","33018","America/New_York"
"37.46.115.5","done","ok","Belgrade","Central Serbia","RS","44.8040,20.4651","AS51430 AltusHost B.V.","11000","Europe/Belgrade"
"45.128.133.226","done","ok","Evere","Brussels Capital","BE","50.8744,4.3990","AS206804 EstNOC OY","1140","Europe/Brussels"
"45.128.134.194","done","ok","Nanterre","Île-de-France","FR","48.8920,2.2067","AS206804 EstNOC OY","92000","Europe/Paris"
"45.128.134.199","done","ok","Nanterre","Île-de-France","FR","48.8920,2.2067","AS206804 EstNOC OY","92000","Europe/Paris"
"45.134.140.33","done","ok","Atlanta","Georgia","US","33.7490,-84.3880","AS212238 Datacamp Limited","30302","America/New_York"
"45.134.140.46","done","ok","Atlanta","Georgia","US","33.7490,-84.3880","AS212238 Datacamp Limited","30302","America/New_York"
"45.134.140.59","done","ok","Atlanta","Georgia","US","33.7490,-84.3880","AS212238 Datacamp Limited","30302","America/New_York"
"45.139.48.242","done","ok","Jankomir","Zagreb","HR","45.7917,15.9000","AS206804 EstNOC OY","10090","Europe/Zagreb"
"45.14.71.6","done","ok","Osaka","Osaka","JP","34.6938,135.5011","AS4785 xTom","543-0062","Asia/Tokyo"
"45.14.71.7","done","ok","Osaka","Osaka","JP","34.6938,135.5011","AS4785 xTom","543-0062","Asia/Tokyo"
"45.146.222.226","done","ok","Pirot","Central Serbia","RS","43.1531,22.5861","AS206804 EstNOC OY","18300","Europe/Belgrade"
"45.151.45.4","done","ok","Šiauliai","Siauliai","LT","55.9333,23.3167","AS61272 Informacines sistemos ir technologijos, UAB","76001","Europe/Vilnius"
"45.83.124.1","done","ok","Bucharest","București","RO","44.4323,26.1063","AS212238 Datacamp Limited","050011","Europe/Bucharest"
"45.83.125.1","done","ok","Singapore","Singapore","SG","1.2897,103.8501","AS212238 Datacamp Limited","018989","Asia/Singapore"
"45.83.126.1","done","ok","Singapore","Singapore","SG","1.2897,103.8501","AS212238 Datacamp Limited","018989","Asia/Singapore"
"45.83.127.1","done","ok","Singapore","Singapore","SG","1.2897,103.8501","AS212238 Datacamp Limited","018989","Asia/Singapore"
"45.83.136.1","done","ok","Marseille","Provence-Alpes-Côte d'Azur","FR","43.2970,5.3811","AS212238 Datacamp Limited","13000","Europe/Paris"
"45.83.137.1","done","ok","Marseille","Provence-Alpes-Côte d'Azur","FR","43.2970,5.3811","AS212238 Datacamp Limited","13000","Europe/Paris"
"45.83.138.1","done","ok","Marseille","Provence-Alpes-Côte d'Azur","FR","43.2970,5.3811","AS212238 Datacamp Limited","13000","Europe/Paris"
"45.83.139.1","done","ok","Marseille","Provence-Alpes-Côte d'Azur","FR","43.2970,5.3811","AS212238 Datacamp Limited","13000","Europe/Paris"
"45.83.144.1","done","ok","Marseille","Provence-Alpes-Côte d'Azur","FR","43.2970,5.3811","AS212238 Datacamp Limited","13000","Europe/Paris"
"45.83.145.1","done","ok","Miami","Florida","US","25.7743,-80.1937","AS212238 Datacamp Limited","33101","America/New_York"
"45.83.145.25","done","ok","Miami","Florida","US","25.7743,-80.1937","AS212238 Datacamp Limited","33101","America/New_York"
"45.83.145.50","done","ok","Miami","Florida","US","25.7743,-80.1937","AS212238 Datacamp Limited","33101","America/New_York"
"45.83.145.74","done","ok","Miami","Florida","US","25.7743,-80.1937","AS212238 Datacamp Limited","33101","America/New_York"
"45.83.145.79","done","ok","Miami","Florida","US","25.7743,-80.1937","AS212238 Datacamp Limited","33101","America/New_York"
"45.83.145.84","done","ok","Miami","Florida","US","25.7743,-80.1937","AS212238 Datacamp Limited","33101","America/New_York"
"45.83.145.89","done","ok","Miami","Florida","US","25.7743,-80.1937","AS212238 Datacamp Limited","33101","America/New_York"
"45.83.145.94","done","ok","Miami","Florida","US","25.7743,-80.1937","AS212238 Datacamp Limited","33101","America/New_York"
"45.83.146.1","done","ok","Miami","Florida","US","25.7743,-80.1937","AS212238 Datacamp Limited","33101","America/New_York"
"45.87.213.210","done","ok","Shinagawa City","Tokyo","JP","35.6170,139.7486","AS9009 M247 Europe SRL","140-0002","Asia/Tokyo"
"45.87.213.226","done","ok","Shinagawa City","Tokyo","JP","35.6170,139.7486","AS9009 M247 Europe SRL","140-0002","Asia/Tokyo"
"45.87.214.18","done","ok","Miami","Florida","US","25.7867,-80.1800","AS9009 M247 Europe SRL","33132","America/New_York"
"45.92.33.162","done","ok","Bucharest","București","RO","44.4323,26.1063","AS9009 M247 Europe SRL","050011","Europe/Bucharest"
"46.29.25.2","done","ok","Amsterdam","North Holland","NL","52.3740,4.8897","AS215224 NovoServe B.V.","1012","Europe/Amsterdam"
"46.29.25.3","done","ok","Amsterdam","North Holland","NL","52.3740,4.8897","AS215224 NovoServe B.V.","1012","Europe/Amsterdam"
"46.29.25.4","done","ok","Amsterdam","North Holland","NL","52.3740,4.8897","AS215224 NovoServe B.V.","1012","Europe/Amsterdam"
"46.29.25.5","done","ok","Amsterdam","North Holland","NL","52.3740,4.8897","AS215224 NovoServe B.V.","1012","Europe/Amsterdam"
"46.29.25.6","done","ok","Amsterdam","North Holland","NL","52.3740,4.8897","AS215224 NovoServe B.V.","1012","Europe/Amsterdam"
"5.157.13.2","done","ok","Dublin","Leinster","IE","53.3331,-6.2489","AS41564 Orion Network Limited","D02","Europe/Dublin"
"5.253.204.162","done","ok","Brussels","Brussels Capital","BE","50.8505,4.3488","AS9009 M247 Europe SRL","1000","Europe/Brussels"
"5.253.204.194","done","ok","Brussels","Brussels Capital","BE","50.8505,4.3488","AS9009 M247 Europe SRL","1000","Europe/Brussels"
"51.179.177.2","done","ok","Los Angeles","California","US","34.0522,-118.2437","AS9009 M247 Europe SRL","90009","America/Los_Angeles"
"62.112.9.164","done","ok","Naaldwijk","South Holland","NL","51.9942,4.2097","AS49981 WorldStream","2671","Europe/Amsterdam"
"62.169.136.103","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.104","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.105","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.106","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.107","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.11","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.110","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.111","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.113","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.12","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.120","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.121","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.122","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.123","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.124","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.126","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.127","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.13","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.130","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.131","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.132","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.133","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.14","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.141","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.142","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.143","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.147","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.148","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.149","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.150","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.153","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.165","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.169","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.170","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.171","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.172","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.173","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.174","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.175","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.177","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.183","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.184","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.187","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.188","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.189","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.190","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.191","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.192","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.195","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.197","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.198","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.199","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.2","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.208","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.210","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.211","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.212","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.213","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.214","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.215","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.216","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.217","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.218","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.219","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.220","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.221","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.222","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.223","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.224","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.225","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.226","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.227","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.228","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.229","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.230","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.231","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.232","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.233","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.234","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.235","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.236","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.237","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.238","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.239","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.240","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.241","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.242","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.243","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.245","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.246","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.247","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.248","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.249","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.250","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.252","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.253","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.254","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.27","done","ok","Sulz","Zurich","CH","47.5395,8.7889","AS209103 Proton AG","8544","Europe/Zurich"
"62.169.136.3","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.35","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.37","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.4","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.43","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.56","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.57","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.58","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.60","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.61","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.62","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.65","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.7","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.70","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.71","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.8","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.80","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.81","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.82","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.84","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.85","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.88","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.89","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.9","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.90","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.91","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.92","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.93","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.94","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.95","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.96","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"62.169.136.97","done","ok","Zürich","Zurich","CH","47.3667,8.5500","AS209103 Proton AG","8000","Europe/Zurich"
"68.169.42.225","done","ok","Salt Lake City","Utah","US","40.7608,-111.8911","AS13213 UK-2 Limited","84101","America/Denver"
"68.169.42.239","done","ok","Salt Lake City","Utah","US","40.7608,-111.8911","AS13213 UK-2 Limited","84101","America/Denver"
"68.169.42.240","done","ok","Salt Lake City","Utah","US","40.7608,-111.8911","AS13213 UK-2 Limited","84101","America/Denver"
"68.169.42.241","done","ok","Salt Lake City","Utah","US","40.7608,-111.8911","AS13213 UK-2 Limited","84101","America/Denver"
"68.169.42.242","done","ok","Salt Lake City","Utah","US","40.7608,-111.8911","AS13213 UK-2 Limited","84101","America/Denver"
"69.10.63.242","done","ok","New York City","New York","US","40.7143,-74.0060","AS19318 Interserver, Inc","10001","America/New_York"
"72.14.148.2","done","ok","Phoenix","Arizona","US","33.4484,-112.0740","AS63023 GTHost","85001","America/Phoenix"
"72.14.148.25","done","ok","Phoenix","Arizona","US","33.4484,-112.0740","AS63023 GTHost","85001","America/Phoenix"
"74.118.126.104","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
"74.118.126.108","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
"74.118.126.112","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
"74.118.126.116","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
"74.118.126.132","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
"74.118.126.136","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
"74.118.126.144","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
"74.118.126.152","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
"74.118.126.156","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
"74.118.126.16","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
"74.118.126.172","done","ok","London","England","GB","51.5085,-0.1257","AS9009 M247 Europe SRL","E1W","Europe/London"
